name	Phylum	Class	Order	Family	in_uk	in_dataset	taxonium_link
Dromiidae	Euarthropoda	Malacostraca	Decapoda	Dromiidae	False		
Sphaerodromiidae	Euarthropoda	Malacostraca	Decapoda	Sphaerodromiidae	False		
Homolidae	Euarthropoda	Malacostraca	Decapoda	Homolidae	False		
Latreilliidae	Euarthropoda	Malacostraca	Decapoda	Latreilliidae	False		
Munididae	Euarthropoda	Malacostraca	Decapoda	Munididae	False		
Galatheidae	Euarthropoda	Malacostraca	Decapoda	Galatheidae	False		
Porcellanidae	Euarthropoda	Malacostraca	Decapoda	Porcellanidae	False		
Munidopsidae	Euarthropoda	Malacostraca	Decapoda	Munidopsidae	False		
Chirostylidae	Euarthropoda	Malacostraca	Decapoda	Chirostylidae	False		
Kiwaidae	Euarthropoda	Malacostraca	Decapoda	Kiwaidae	False		
Eumunididae	Euarthropoda	Malacostraca	Decapoda	Eumunididae	False		
Lomisidae	Euarthropoda	Malacostraca	Decapoda	Lomisidae	False		
Aeglidae	Euarthropoda	Malacostraca	Decapoda	Aeglidae	False		
Lithodidae	Euarthropoda	Malacostraca	Decapoda	Lithodidae	False		
Paguridae	Euarthropoda	Malacostraca	Decapoda	Paguridae	False		
Diogenidae	Euarthropoda	Malacostraca	Decapoda	Diogenidae	False		
Coenobitidae	Euarthropoda	Malacostraca	Decapoda	Coenobitidae	False		
Parapaguridae	Euarthropoda	Malacostraca	Decapoda	Parapaguridae	False		
Pylochelidae	Euarthropoda	Malacostraca	Decapoda	Pylochelidae	False		
Albuneidae	Euarthropoda	Malacostraca	Decapoda	Albuneidae	False		
Hippidae	Euarthropoda	Malacostraca	Decapoda	Hippidae	False		
Blepharipodidae	Euarthropoda	Malacostraca	Decapoda	Blepharipodidae	False		
Laomediidae	Euarthropoda	Malacostraca	Decapoda	Laomediidae	False		
Upogebiidae	Euarthropoda	Malacostraca	Decapoda	Upogebiidae	False		
Thalassinidae	Euarthropoda	Malacostraca	Decapoda	Thalassinidae	False		
Eucalliacidae	Euarthropoda	Malacostraca	Decapoda	Eucalliacidae	False		
Callianopsidae	Euarthropoda	Malacostraca	Decapoda	Callianopsidae	False		
Anacalliacidae	Euarthropoda	Malacostraca	Decapoda	Anacalliacidae	False		
Paracalliacidae	Euarthropoda	Malacostraca	Decapoda	Paracalliacidae	False		
Ctenochelidae	Euarthropoda	Malacostraca	Decapoda	Ctenochelidae	False		
Callichiridae	Euarthropoda	Malacostraca	Decapoda	Callichiridae	False		
Callianassidae	Euarthropoda	Malacostraca	Decapoda	Callianassidae	False		
Callianideidae	Euarthropoda	Malacostraca	Decapoda	Callianideidae	False		
Axiidae	Euarthropoda	Malacostraca	Decapoda	Axiidae	False		
Strahlaxiidae	Euarthropoda	Malacostraca	Decapoda	Strahlaxiidae	False		
Micheleidae	Euarthropoda	Malacostraca	Decapoda	Micheleidae	False		
Cambaridae	Euarthropoda	Malacostraca	Decapoda	Cambaridae	False		
Astacidae	Euarthropoda	Malacostraca	Decapoda	Astacidae	False		
Cambaroididae	Euarthropoda	Malacostraca	Decapoda	Cambaroididae	False		
Parastacidae	Euarthropoda	Malacostraca	Decapoda	Parastacidae	False		
Nephropidae	Euarthropoda	Malacostraca	Decapoda	Nephropidae	False		
Enoplometopidae	Euarthropoda	Malacostraca	Decapoda	Enoplometopidae	False		
Polychelidae	Euarthropoda	Malacostraca	Decapoda	Polychelidae	False		
Glypheidae	Euarthropoda	Malacostraca	Decapoda	Glypheidae	False		
Palinuridae	Euarthropoda	Malacostraca	Decapoda	Palinuridae	False		
Scyllaridae	Euarthropoda	Malacostraca	Decapoda	Scyllaridae	False		
Agostocarididae	Euarthropoda	Malacostraca	Decapoda	Agostocarididae	False		
Anchialocarididae	Euarthropoda	Malacostraca	Decapoda	Anchialocarididae	False		
Campylonotidae	Euarthropoda	Malacostraca	Decapoda	Campylonotidae	False		
Alvinocarididae	Euarthropoda	Malacostraca	Decapoda	Alvinocarididae	False		
Nematocarcinidae	Euarthropoda	Malacostraca	Decapoda	Nematocarcinidae	False		
Lipkiidae	Euarthropoda	Malacostraca	Decapoda	Lipkiidae	False		
Acanthephyridae	Euarthropoda	Malacostraca	Decapoda	Acanthephyridae	False		
Psalidopodidae	Euarthropoda	Malacostraca	Decapoda	Psalidopodidae	False		
Pasiphaeidae	Euarthropoda	Malacostraca	Decapoda	Pasiphaeidae	False		
Atyidae	Euarthropoda	Malacostraca	Decapoda	Atyidae	False		
Xiphocarididae	Euarthropoda	Malacostraca	Decapoda	Xiphocarididae	False		
Oplophoridae	Euarthropoda	Malacostraca	Decapoda	Oplophoridae	False		
Desmocarididae	Euarthropoda	Malacostraca	Decapoda	Desmocarididae	False		
Euryrhynchidae	Euarthropoda	Malacostraca	Decapoda	Euryrhynchidae	False		
Palaemonidae	Euarthropoda	Malacostraca	Decapoda	Palaemonidae	False		
Typhlocarididae	Euarthropoda	Malacostraca	Decapoda	Typhlocarididae	False		
Lysmatidae	Euarthropoda	Malacostraca	Decapoda	Lysmatidae	False		
Barbouriidae	Euarthropoda	Malacostraca	Decapoda	Barbouriidae	False		
Merguiidae	Euarthropoda	Malacostraca	Decapoda	Merguiidae	False		
Bythocarididae	Euarthropoda	Malacostraca	Decapoda	Bythocarididae	False		
Crangonidae	Euarthropoda	Malacostraca	Decapoda	Crangonidae	False		
Processiidae	Euarthropoda	Malacostraca	Decapoda	Processiidae	False		
Pandalidae	Euarthropoda	Malacostraca	Decapoda	Pandalidae	False		
Chlorotocellidae	Euarthropoda	Malacostraca	Decapoda	Chlorotocellidae	False		
Thoridae	Euarthropoda	Malacostraca	Decapoda	Thoridae	False		
Alpheidae	Euarthropoda	Malacostraca	Decapoda	Alpheidae	False		
Ogyrididae	Euarthropoda	Malacostraca	Decapoda	Ogyrididae	False		
Eugonatonotidae	Euarthropoda	Malacostraca	Decapoda	Eugonatonotidae	False		
Hippolytidae	Euarthropoda	Malacostraca	Decapoda	Hippolytidae	False		
Glyphocrangonidae	Euarthropoda	Malacostraca	Decapoda	Glyphocrangonidae	False		
Bathypalaemonellidae	Euarthropoda	Malacostraca	Decapoda	Bathypalaemonellidae	False		
Bresiliidae	Euarthropoda	Malacostraca	Decapoda	Bresiliidae	False		
Rhynchocinetidae	Euarthropoda	Malacostraca	Decapoda	Rhynchocinetidae	False		
Stylodactylidae	Euarthropoda	Malacostraca	Decapoda	Stylodactylidae	False		
Disciadidae	Euarthropoda	Malacostraca	Decapoda	Disciadidae	False		
Pseudochelidae	Euarthropoda	Malacostraca	Decapoda	Pseudochelidae	False		
Procarididae	Euarthropoda	Malacostraca	Decapoda	Procarididae	False		
Spongicolidae	Euarthropoda	Malacostraca	Decapoda	Spongicolidae	False		
Macromaxillocarididae	Euarthropoda	Malacostraca	Decapoda	Macromaxillocarididae	False		
Stenopodidae	Euarthropoda	Malacostraca	Decapoda	Stenopodidae	False		
Benthysicymidae	Euarthropoda	Malacostraca	Decapoda	Benthysicymidae	False		
Aristeidae	Euarthropoda	Malacostraca	Decapoda	Aristeidae	False		
Solenoceridae	Euarthropoda	Malacostraca	Decapoda	Solenoceridae	False		
Penaeidae	Euarthropoda	Malacostraca	Decapoda	Penaeidae	False		
Sicyoniidae	Euarthropoda	Malacostraca	Decapoda	Sicyoniidae	False		
Sergestidae	Euarthropoda	Malacostraca	Decapoda	Sergestidae	False		
Luciferidae	Euarthropoda	Malacostraca	Decapoda	Luciferidae	False		
Anaspidesidae	Euarthropoda	Malacostraca	Anaspidacea	Anaspidesidae	False		
Koonungidae	Euarthropoda	Malacostraca	Anaspidacea	Koonungidae	False		
Psammaspididae	Euarthropoda	Malacostraca	Anaspidacea	Psammaspididae	False		
Stygocarididae	Euarthropoda	Malacostraca	Anaspidacea	Stygocarididae	False		
Euphausiidae	Euarthropoda	Malacostraca	Euphausiacea	Euphausiidae	False		
Bentheuphausiidae	Euarthropoda	Malacostraca	Euphausiacea	Bentheuphausiidae	False		
Bathynellidae	Euarthropoda	Malacostraca	Bathynellacea	Bathynellidae	False		
Parabthynellidae	Euarthropoda	Malacostraca	Bathynellacea	Parabthynellidae	False		
Tetrasquillidae	Euarthropoda	Malacostraca	Stomatopoda	Tetrasquillidae	False		
Lysiosquillidae	Euarthropoda	Malacostraca	Stomatopoda	Lysiosquillidae	False		
Erythrosquillidae	Euarthropoda	Malacostraca	Stomatopoda	Erythrosquillidae	False		
Nannosquillidae	Euarthropoda	Malacostraca	Stomatopoda	Nannosquillidae	False		
Bathysquillidae	Euarthropoda	Malacostraca	Stomatopoda	Bathysquillidae	False		
Indosquillidae	Euarthropoda	Malacostraca	Stomatopoda	Indosquillidae	False		
Coronididae	Euarthropoda	Malacostraca	Stomatopoda	Coronididae	False		
Eurysquillidae	Euarthropoda	Malacostraca	Stomatopoda	Eurysquillidae	False		
Squillidae	Euarthropoda	Malacostraca	Stomatopoda	Squillidae	False		
Parasquillidae	Euarthropoda	Malacostraca	Stomatopoda	Parasquillidae	False		
Alainosquillidae	Euarthropoda	Malacostraca	Stomatopoda	Alainosquillidae	False		
Gonodactylidae	Euarthropoda	Malacostraca	Stomatopoda	Gonodactylidae	False		
Takuidae	Euarthropoda	Malacostraca	Stomatopoda	Takuidae	False		
Protosquillidae	Euarthropoda	Malacostraca	Stomatopoda	Protosquillidae	False		
Odontodactylidae	Euarthropoda	Malacostraca	Stomatopoda	Odontodactylidae	False		
Pseudosquillidae	Euarthropoda	Malacostraca	Stomatopoda	Pseudosquillidae	False		
Hemisquillidae	Euarthropoda	Malacostraca	Stomatopoda	Hemisquillidae	False		
Nebaliidae	Euarthropoda	Malacostraca	Leptostraca	Nebaliidae	False		
Paranebaliidae	Euarthropoda	Malacostraca	Leptostraca	Paranebaliidae	False		
Nebaliopsididae	Euarthropoda	Malacostraca	Leptostraca	Nebaliopsididae	False		
Tetraclitidae	Euarthropoda	Thecostraca	Balanomorpha	Tetraclitidae	False		
Bathylasmatidae	Euarthropoda	Thecostraca	Balanomorpha	Bathylasmatidae	False		
Austrobalanidae	Euarthropoda	Thecostraca	Balanomorpha	Austrobalanidae	False		
Chelonibiidae	Euarthropoda	Thecostraca	Balanomorpha	Chelonibiidae	False		
Coronulidae	Euarthropoda	Thecostraca	Balanomorpha	Coronulidae	False		
Pyrgomatidae	Euarthropoda	Thecostraca	Balanomorpha	Pyrgomatidae	False		
Balanidae	Euarthropoda	Thecostraca	Balanomorpha	Balanidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FBalanidae%2FBalanidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FBalanidae%2Fbalanidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Elminiidae	Euarthropoda	Thecostraca	Balanomorpha	Elminiidae	True		
Chionelasmatidae	Euarthropoda	Thecostraca	Balanomorpha	Chionelasmatidae	False		
Waikalasmatidae	Euarthropoda	Thecostraca	Balanomorpha	Waikalasmatidae	False		
Catophragmidae	Euarthropoda	Thecostraca	Balanomorpha	Catophragmidae	False		
Pachylasmatidae	Euarthropoda	Thecostraca	Balanomorpha	Pachylasmatidae	False		
Chthamalidae	Euarthropoda	Thecostraca	Balanomorpha	Chthamalidae	False		
Verrucidae	Euarthropoda	Thecostraca	Verrucomorpha	Verrucidae	False		
Neobrachylepadidae	Euarthropoda	Thecostraca	Scalpellomorpha	Neobrachylepadidae	False		
Neolepadidae	Euarthropoda	Thecostraca	Scalpellomorpha	Neolepadidae	False		
Neoverrucidae	Euarthropoda	Thecostraca	Scalpellomorpha	Neoverrucidae	False		
Probathylepadidae	Euarthropoda	Thecostraca	Scalpellomorpha	Probathylepadidae	False		
Scalpellidae	Euarthropoda	Thecostraca	Scalpellomorpha	Scalpellidae	False		
Heteralepadidae	Euarthropoda	Thecostraca	Scalpellomorpha	Heteralepadidae	False		
Lepadidae	Euarthropoda	Thecostraca	Scalpellomorpha	Lepadidae	False		
Poecilasmatidae	Euarthropoda	Thecostraca	Scalpellomorpha	Poecilasmatidae	False		
Rhizolepadidae	Euarthropoda	Thecostraca	Scalpellomorpha	Rhizolepadidae	False		
Malacolepadidae	Euarthropoda	Thecostraca	Scalpellomorpha	Malacolepadidae	False		
Calanticidae	Euarthropoda	Thecostraca	Calanticomorpha	Calanticidae	False		
Pollicipedidae	Euarthropoda	Thecostraca	Pollicipedomorpha	Pollicipedidae	False		
Lithotryidae	Euarthropoda	Thecostraca	Pollicipedomorpha	Lithotryidae	False		
Idioiblidae	Euarthropoda	Thecostraca	Iblomorpha	Idioiblidae	False		
Iblidae	Euarthropoda	Thecostraca	Iblomorpha	Iblidae	False		
Chthamalophiidae	Euarthropoda	Thecostraca	Rhizocephala	Chthamalophiidae	False		
Duplorbidae	Euarthropoda	Thecostraca	Rhizocephala	Duplorbidae	False		
Pirusaccidae	Euarthropoda	Thecostraca	Rhizocephala	Pirusaccidae	False		
Thompsoniidae	Euarthropoda	Thecostraca	Rhizocephala	Thompsoniidae	False		
Polysaccidae	Euarthropoda	Thecostraca	Rhizocephala	Polysaccidae	False		
Clistosaccidae	Euarthropoda	Thecostraca	Rhizocephala	Clistosaccidae	False		
Polyascidae	Euarthropoda	Thecostraca	Rhizocephala	Polyascidae	False		
Parthenopeidae	Euarthropoda	Thecostraca	Rhizocephala	Parthenopeidae	False		
Sacculinidae	Euarthropoda	Thecostraca	Rhizocephala	Sacculinidae	False		
Peltogastrellidae	Euarthropoda	Thecostraca	Rhizocephala	Peltogastrellidae	False		
Mycetomorphidae	Euarthropoda	Thecostraca	Rhizocephala	Mycetomorphidae	False		
Peltogastridae	Euarthropoda	Thecostraca	Rhizocephala	Peltogastridae	False		
Triangulidae	Euarthropoda	Thecostraca	Rhizocephala	Triangulidae	False		
Lithoglyptidae	Euarthropoda	Thecostraca	Lithoglyptida	Lithoglyptidae	False		
Trypetesidae	Euarthropoda	Thecostraca	Lithoglyptida	Trypetesidae	False		
Cryptophialidae	Euarthropoda	Thecostraca	Cryptophialida	Cryptophialidae	False		
Dendrogastridae	Euarthropoda	Thecostraca	Dendrogastrida	Dendrogastridae	False		
Ctenosculidae	Euarthropoda	Thecostraca	Dendrogastrida	Ctenosculidae	False		
Ascothoracidae	Euarthropoda	Thecostraca	Dendrogastrida	Ascothoracidae	False		
Pentrarcidae	Euarthropoda	Thecostraca	Laurida	Pentrarcidae	False		
Lauridae	Euarthropoda	Thecostraca	Laurida	Lauridae	False		
Synagogidae	Euarthropoda	Thecostraca	Laurida	Synagogidae	False		
Hansenocarididae	Euarthropoda	Thecostraca	Facetotecta	Hansenocarididae	False		
Basipodellidae	Euarthropoda	Thecostraca	Tantulocarida	Basipodellidae	False		
Doryphallophoridae	Euarthropoda	Thecostraca	Tantulocarida	Doryphallophoridae	False		
Microdajidae	Euarthropoda	Thecostraca	Tantulocarida	Microdajidae	False		
Onceroxenidae	Euarthropoda	Thecostraca	Tantulocarida	Onceroxenidae	False		
Cumoniscidae	Euarthropoda	Thecostraca	Tantulocarida	Cumoniscidae	False		
Cytherideidae	Euarthropoda	Ostracoda	Podocopida	Cytherideidae	False		
Cushmanideidae	Euarthropoda	Ostracoda	Podocopida	Cushmanideidae	False		
Krithidae	Euarthropoda	Ostracoda	Podocopida	Krithidae	False		
Schizocytheridae'	Euarthropoda	Ostracoda	Podocopida	Schizocytheridae'	False		
Hemicytheridae	Euarthropoda	Ostracoda	Podocopida	Hemicytheridae	False		
Thaerocytheridae	Euarthropoda	Ostracoda	Podocopida	Thaerocytheridae	False		
Trachyleberididae	Euarthropoda	Ostracoda	Podocopida	Trachyleberididae	False		
Cytheridae	Euarthropoda	Ostracoda	Podocopida	Cytheridae	False		
Limnocytheridae	Euarthropoda	Ostracoda	Podocopida	Limnocytheridae	False		
Xestoleberididae	Euarthropoda	Ostracoda	Podocopida	Xestoleberididae	False		
Leptocytheridae	Euarthropoda	Ostracoda	Podocopida	Leptocytheridae	False		
Loxoconchidae	Euarthropoda	Ostracoda	Podocopida	Loxoconchidae	False		
Paradoxostomatidae	Euarthropoda	Ostracoda	Podocopida	Paradoxostomatidae	False		
Dobrodesmidae	Euarthropoda	Ostracoda	Podocopida	Dobrodesmidae	False		
Cytheruridae	Euarthropoda	Ostracoda	Podocopida	Cytheruridae	False		
Eucytheridae	Euarthropoda	Ostracoda	Podocopida	Eucytheridae	False		
Bythocytheridae	Euarthropoda	Ostracoda	Podocopida	Bythocytheridae	False		
Australocytherideidae	Euarthropoda	Ostracoda	Podocopida	Australocytherideidae	False		
Cobanocytheridae	Euarthropoda	Ostracoda	Podocopida	Cobanocytheridae	False		
Cuneocytheridae	Euarthropoda	Ostracoda	Podocopida	Cuneocytheridae	False		
Cytheralisonidae	Euarthropoda	Ostracoda	Podocopida	Cytheralisonidae	False		
Cytheromatidae	Euarthropoda	Ostracoda	Podocopida	Cytheromatidae	False		
Entocytheridae	Euarthropoda	Ostracoda	Podocopida	Entocytheridae	False		
Keysercytheridae	Euarthropoda	Ostracoda	Podocopida	Keysercytheridae	False		
Kliellidae	Euarthropoda	Ostracoda	Podocopida	Kliellidae	False		
Neocytherideidae	Euarthropoda	Ostracoda	Podocopida	Neocytherideidae	False		
Osticytheridae	Euarthropoda	Ostracoda	Podocopida	Osticytheridae	False		
Paracytheridae	Euarthropoda	Ostracoda	Podocopida	Paracytheridae	False		
Paracytherideidae	Euarthropoda	Ostracoda	Podocopida	Paracytherideidae	False		
Parvocytheridae	Euarthropoda	Ostracoda	Podocopida	Parvocytheridae	False		
Progonocytheridae	Euarthropoda	Ostracoda	Podocopida	Progonocytheridae	False		
Protocytheridae	Euarthropoda	Ostracoda	Podocopida	Protocytheridae	False		
Psammocytheridae	Euarthropoda	Ostracoda	Podocopida	Psammocytheridae	False		
Saididae	Euarthropoda	Ostracoda	Podocopida	Saididae	False		
Pectocytheridae	Euarthropoda	Ostracoda	Podocopida	Pectocytheridae	False		
Terrestricytheridae	Euarthropoda	Ostracoda	Podocopida	Terrestricytheridae	False		
Notodromadidae	Euarthropoda	Ostracoda	Podocopida	Notodromadidae	False		
Ilyocyprididae	Euarthropoda	Ostracoda	Podocopida	Ilyocyprididae	False		
Cyprididae	Euarthropoda	Ostracoda	Podocopida	Cyprididae	False		
Cyclocyprididae	Euarthropoda	Ostracoda	Podocopida	Cyclocyprididae	False		
Paracyprididae	Euarthropoda	Ostracoda	Podocopida	Paracyprididae	False		
Candonidae	Euarthropoda	Ostracoda	Podocopida	Candonidae	False		
Pontocyprididae	Euarthropoda	Ostracoda	Podocopida	Pontocyprididae	False		
Macrocyprididae	Euarthropoda	Ostracoda	Podocopida	Macrocyprididae	False		
Darwinulidae	Euarthropoda	Ostracoda	Podocopida	Darwinulidae	False		
Cytherellidae	Euarthropoda	Ostracoda	Platycopida	Cytherellidae	False		
Bairdiidae	Euarthropoda	Ostracoda	Podocopida	Bairdiidae	False		
Bythocyprididae	Euarthropoda	Ostracoda	Podocopida	Bythocyprididae	False		
Pussellidae	Euarthropoda	Ostracoda	Podocopida	Pussellidae	False		
Linguatulidae	Euarthropoda	Ichthyostraca	Pentastomida	Linguatulidae	False		
Subtriquetridae	Euarthropoda	Ichthyostraca	Pentastomida	Subtriquetridae	False		
Porocephalidae	Euarthropoda	Ichthyostraca	Pentastomida	Porocephalidae	False		
Sebekidae	Euarthropoda	Ichthyostraca	Pentastomida	Sebekidae	False		
Reighardiidae	Euarthropoda	Ichthyostraca	Pentastomida	Reighardiidae	False		
Raillietiellidae	Euarthropoda	Ichthyostraca	Pentastomida	Raillietiellidae	False		
Cephalobaenidae	Euarthropoda	Ichthyostraca	Pentastomida	Cephalobaenidae	False		
Argulidae	Euarthropoda	Ichthyostraca	Arguloida	Argulidae	False		
Philomedidae	Euarthropoda	Ostracoda	Myodocopida	Philomedidae	False		
Sarsiellidae	Euarthropoda	Ostracoda	Myodocopida	Sarsiellidae	False		
Rutidermatidae	Euarthropoda	Ostracoda	Myodocopida	Rutidermatidae	False		
Cylindroleberididae	Euarthropoda	Ostracoda	Myodocopida	Cylindroleberididae	False		
Cypridinidae	Euarthropoda	Ostracoda	Myodocopida	Cypridinidae	False		
Halocyprididae	Euarthropoda	Ostracoda	Halocyprida	Halocyprididae	False		
Deeveyidae	Euarthropoda	Ostracoda	Halocyprida	Deeveyidae	False		
Thaumatocyprididae	Euarthropoda	Ostracoda	Halocyprida	Thaumatocyprididae	False		
Polycopidae	Euarthropoda	Ostracoda	Halocyprida	Polycopidae	False		
Derocheilocarididae	Euarthropoda	Mystacocaridida	Mystacocaridida	Derocheilocarididae	False		
Punciidae	Euarthropoda	Ostracoda	Palaeocopida	Punciidae	False		
Julidae	Euarthropoda	Diplopoda	Julida	Julidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FJulidae%2FJulidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FJulidae%2Fjulidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Trichoblaniulidae	Euarthropoda	Diplopoda	Julida	Trichoblaniulidae	False		
Rhopaloiulidae	Euarthropoda	Diplopoda	Julida	Rhopaloiulidae	False		
Trichonemasomatidae	Euarthropoda	Diplopoda	Julida	Trichonemasomatidae	False		
Nemasomatidae	Euarthropoda	Diplopoda	Julida	Nemasomatidae	True		
Pseudonemasomatidae	Euarthropoda	Diplopoda	Julida	Pseudonemasomatidae	False		
Chelojulidae	Euarthropoda	Diplopoda	Julida	Chelojulidae	False		
Telsonemasomatidae	Euarthropoda	Diplopoda	Julida	Telsonemasomatidae	False		
Blaniulidae	Euarthropoda	Diplopoda	Julida	Blaniulidae	False		
Okeanobatidae	Euarthropoda	Diplopoda	Julida	Okeanobatidae	False		
Galliobatidae	Euarthropoda	Diplopoda	Julida	Galliobatidae	False		
Zosteractinidae	Euarthropoda	Diplopoda	Julida	Zosteractinidae	False		
Paeromopodidae	Euarthropoda	Diplopoda	Julida	Paeromopodidae	False		
Aprosphylosomatidae	Euarthropoda	Diplopoda	Julida	Aprosphylosomatidae	False		
Mongoliulidae	Euarthropoda	Diplopoda	Julida	Mongoliulidae	False		
Parajulidae	Euarthropoda	Diplopoda	Julida	Parajulidae	False		
Cambalidae	Euarthropoda	Diplopoda	Spirostreptida	Cambalidae	False		
Pericambalidae	Euarthropoda	Diplopoda	Spirostreptida	Pericambalidae	False		
Cambalopsidae	Euarthropoda	Diplopoda	Spirostreptida	Cambalopsidae	False		
Pseudonannolenidae	Euarthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	False		
Iulomorphidae	Euarthropoda	Diplopoda	Spirostreptida	Iulomorphidae	False		
Choctellidae	Euarthropoda	Diplopoda	Spirostreptida	Choctellidae	False		
Atopogestidae	Euarthropoda	Diplopoda	Spirostreptida	Atopogestidae	False		
Odontopygidae	Euarthropoda	Diplopoda	Spirostreptida	Odontopygidae	False		
Harpagophoridae	Euarthropoda	Diplopoda	Spirostreptida	Harpagophoridae	False		
Spirostreptidae	Euarthropoda	Diplopoda	Spirostreptida	Spirostreptidae	False		
Spirobolidae	Euarthropoda	Diplopoda	Spirobolida	Spirobolidae	False		
Messicobolidae	Euarthropoda	Diplopoda	Spirobolida	Messicobolidae	False		
Atopetholidae	Euarthropoda	Diplopoda	Spirobolida	Atopetholidae	False		
Typhlobolellidae	Euarthropoda	Diplopoda	Spirobolida	Typhlobolellidae	False		
Allopocockiidae	Euarthropoda	Diplopoda	Spirobolida	Allopocockiidae	False		
Hoffmanobolidae	Euarthropoda	Diplopoda	Spirobolida	Hoffmanobolidae	False		
Pseudospirobolellidae	Euarthropoda	Diplopoda	Spirobolida	Pseudospirobolellidae	False		
Spirobolellidae	Euarthropoda	Diplopoda	Spirobolida	Spirobolellidae	False		
Pachybolidae	Euarthropoda	Diplopoda	Spirobolida	Pachybolidae	False		
Rhinocricidae	Euarthropoda	Diplopoda	Spirobolida	Rhinocricidae	False		
Xystodesmidae	Euarthropoda	Diplopoda	Polydesmida	Xystodesmidae	False		
Oxydesmidae	Euarthropoda	Diplopoda	Polydesmida	Oxydesmidae	False		
Gomphodesmidae	Euarthropoda	Diplopoda	Polydesmida	Gomphodesmidae	False		
Sphaeriodesmidae	Euarthropoda	Diplopoda	Polydesmida	Sphaeriodesmidae	False		
Holistophallidae	Euarthropoda	Diplopoda	Polydesmida	Holistophallidae	False		
Campodesmidae	Euarthropoda	Diplopoda	Polydesmida	Campodesmidae	False		
Platyrhacidae	Euarthropoda	Diplopoda	Polydesmida	Platyrhacidae	False		
Aphelidesmidae	Euarthropoda	Diplopoda	Polydesmida	Aphelidesmidae	False		
Tridontomidae	Euarthropoda	Diplopoda	Polydesmida	Tridontomidae	False		
Rhachodesmidae	Euarthropoda	Diplopoda	Polydesmida	Rhachodesmidae	False		
Chelodesmidae	Euarthropoda	Diplopoda	Polydesmida	Chelodesmidae	False		
Trichopolydesmidae	Euarthropoda	Diplopoda	Polydesmida	Trichopolydesmidae	False		
Opisotretidae	Euarthropoda	Diplopoda	Polydesmida	Opisotretidae	False		
Macrosternodesmidae	Euarthropoda	Diplopoda	Polydesmida	Macrosternodesmidae	False		
Polydesmidae	Euarthropoda	Diplopoda	Polydesmida	Polydesmidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FPolydesmidae%2FPolydesmidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FPolydesmidae%2Fpolydesmidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Cryptodesmidae	Euarthropoda	Diplopoda	Polydesmida	Cryptodesmidae	False		
Haplodesmidae	Euarthropoda	Diplopoda	Polydesmida	Haplodesmidae	False		
Pyrgodesmidae	Euarthropoda	Diplopoda	Polydesmida	Pyrgodesmidae	False		
Cyrtodesmidae	Euarthropoda	Diplopoda	Polydesmida	Cyrtodesmidae	False		
Ammodesmidae	Euarthropoda	Diplopoda	Polydesmida	Ammodesmidae	False		
Oniscodesmidae	Euarthropoda	Diplopoda	Polydesmida	Oniscodesmidae	False		
Dorsoporidae	Euarthropoda	Diplopoda	Polydesmida	Dorsoporidae	False		
Vaalgonopodidae	Euarthropoda	Diplopoda	Polydesmida	Vaalgonopodidae	False		
Dalodesmidae	Euarthropoda	Diplopoda	Polydesmida	Dalodesmidae	False		
Paradoxosomatidae	Euarthropoda	Diplopoda	Polydesmida	Paradoxosomatidae	False		
Stemmiulidae	Euarthropoda	Diplopoda	Stemmiulida	Stemmiulidae	False		
Cyrnosomatidae	Euarthropoda	Diplopoda	Chordeumatida	Cyrnosomatidae	False		
Guizhousomatidae	Euarthropoda	Diplopoda	Chordeumatida	Guizhousomatidae	False		
Hoffmaneumatidae	Euarthropoda	Diplopoda	Chordeumatida	Hoffmaneumatidae	False		
Kirkayakidae	Euarthropoda	Diplopoda	Chordeumatida	Kirkayakidae	False		
Mastigophorophyllidae	Euarthropoda	Diplopoda	Chordeumatida	Mastigophorophyllidae	False		
