name	Phylum	Class	Order	Family	in_uk	in_dataset	taxonium_link
Cerambycidae	Euarthropoda	Insecta	Coleoptera	Cerambycidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCerambycidae%2FCerambycidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCerambycidae%2Fcerambycidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Disteniidae	Euarthropoda	Insecta	Coleoptera	Disteniidae	False		
Vesperidae	Euarthropoda	Insecta	Coleoptera	Vesperidae	False		
Orsodacnidae	Euarthropoda	Insecta	Coleoptera	Orsodacnidae	False		
Megalopodidae	Euarthropoda	Insecta	Coleoptera	Megalopodidae	False		
Oxypeltidae	Euarthropoda	Insecta	Coleoptera	Oxypeltidae	False		
Chrysomelidae	Euarthropoda	Insecta	Coleoptera	Chrysomelidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FChrysomelidae%2FChrysomelidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FChrysomelidae%2Fchrysomelidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Curculionidae	Euarthropoda	Insecta	Coleoptera	Curculionidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCurculionidae%2FCurculionidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCurculionidae%2Fcurculionidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Brentidae	Euarthropoda	Insecta	Coleoptera	Brentidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FBrentidae%2FBrentidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FBrentidae%2Fbrentidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Caridae	Euarthropoda	Insecta	Coleoptera	Caridae	False		
Attelabidae	Euarthropoda	Insecta	Coleoptera	Attelabidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FAttelabidae%2FAttelabidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FAttelabidae%2Fattelabidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Belidae	Euarthropoda	Insecta	Coleoptera	Belidae	False		
Anthribidae	Euarthropoda	Insecta	Coleoptera	Anthribidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FAnthribidae%2FAnthribidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FAnthribidae%2Fanthribidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Nemonychidae	Euarthropoda	Insecta	Coleoptera	Nemonychidae	False		
Cimberididae	Euarthropoda	Insecta	Coleoptera	Cimberididae	False		
Laemophloeidae	Euarthropoda	Insecta	Coleoptera	Laemophloeidae	False		
Propalticidae	Euarthropoda	Insecta	Coleoptera	Propalticidae	False		
Phalacridae	Euarthropoda	Insecta	Coleoptera	Phalacridae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FPhalacridae%2FPhalacridae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FPhalacridae%2Fphalacridae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Passandridae	Euarthropoda	Insecta	Coleoptera	Passandridae	False		
Myraboliidae	Euarthropoda	Insecta	Coleoptera	Myraboliidae	False		
Priasilphidae	Euarthropoda	Insecta	Coleoptera	Priasilphidae	False		
Agapythidae	Euarthropoda	Insecta	Coleoptera	Agapythidae	False		
Phloeostichidae	Euarthropoda	Insecta	Coleoptera	Phloeostichidae	False		
Cavognathidae	Euarthropoda	Insecta	Coleoptera	Cavognathidae	False		
Cyclaxyridae	Euarthropoda	Insecta	Coleoptera	Cyclaxyridae	False		
Tasmosalpingidae	Euarthropoda	Insecta	Coleoptera	Tasmosalpingidae	False		
Lamingtoniidae	Euarthropoda	Insecta	Coleoptera	Lamingtoniidae	False		
Silvanidae	Euarthropoda	Insecta	Coleoptera	Silvanidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FSilvanidae%2FSilvanidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FSilvanidae%2Fsilvanidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Cucujidae	Euarthropoda	Insecta	Coleoptera	Cucujidae	False		
Cryptophagidae	Euarthropoda	Insecta	Coleoptera	Cryptophagidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCryptophagidae%2FCryptophagidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCryptophagidae%2Fcryptophagidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Hobartiidae	Euarthropoda	Insecta	Coleoptera	Hobartiidae	False		
Kateretidae	Euarthropoda	Insecta	Coleoptera	Kateretidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FKateretidae%2FKateretidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FKateretidae%2Fkateretidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Cybocephalidae	Euarthropoda	Insecta	Coleoptera	Cybocephalidae	False		
Nitidulidae	Euarthropoda	Insecta	Coleoptera	Nitidulidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FNitidulidae%2FNitidulidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FNitidulidae%2Fnitidulidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Smicripidae	Euarthropoda	Insecta	Coleoptera	Smicripidae	False		
Monotomidae	Euarthropoda	Insecta	Coleoptera	Monotomidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FMonotomidae%2FMonotomidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FMonotomidae%2Fmonotomidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Protocucujidae	Euarthropoda	Insecta	Coleoptera	Protocucujidae	False		
Sphindidae	Euarthropoda	Insecta	Coleoptera	Sphindidae	True		
Helotidae	Euarthropoda	Insecta	Coleoptera	Helotidae	False		
Boganiidae	Euarthropoda	Insecta	Coleoptera	Boganiidae	False		
Erotylidae	Euarthropoda	Insecta	Coleoptera	Erotylidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FErotylidae%2FErotylidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FErotylidae%2Ferotylidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Endomychidae	Euarthropoda	Insecta	Coleoptera	Endomychidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FEndomychidae%2FEndomychidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FEndomychidae%2Fendomychidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Eupsilobiidae	Euarthropoda	Insecta	Coleoptera	Eupsilobiidae	False		
Mycetaeidae	Euarthropoda	Insecta	Coleoptera	Mycetaeidae	False		
Akalyptoischiidae	Euarthropoda	Insecta	Coleoptera	Akalyptoischiidae	False		
Coccinellidae	Euarthropoda	Insecta	Coleoptera	Coccinellidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCoccinellidae%2FCoccinellidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCoccinellidae%2Fcoccinellidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Anamorphidae	Euarthropoda	Insecta	Coleoptera	Anamorphidae	False		
Corylophidae	Euarthropoda	Insecta	Coleoptera	Corylophidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCorylophidae%2FCorylophidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCorylophidae%2Fcorylophidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Latridiidae	Euarthropoda	Insecta	Coleoptera	Latridiidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FLatridiidae%2FLatridiidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FLatridiidae%2Flatridiidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Alexiidae	Euarthropoda	Insecta	Coleoptera	Alexiidae	False		
Euxestidae	Euarthropoda	Insecta	Coleoptera	Euxestidae	False		
Teredidae	Euarthropoda	Insecta	Coleoptera	Teredidae	False		
Discolomatidae	Euarthropoda	Insecta	Coleoptera	Discolomatidae	False		
Murmidiidae	Euarthropoda	Insecta	Coleoptera	Murmidiidae	False		
Cerylonidae	Euarthropoda	Insecta	Coleoptera	Cerylonidae	False	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCerylonidae%2FCerylonidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCerylonidae%2Fcerylonidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Bothrideridae	Euarthropoda	Insecta	Coleoptera	Bothrideridae	False		
Ulodidae	Euarthropoda	Insecta	Coleoptera	Ulodidae	False		
Promecheilidae	Euarthropoda	Insecta	Coleoptera	Promecheilidae	False		
Chalcodryidae	Euarthropoda	Insecta	Coleoptera	Chalcodryidae	False		
Archeocrypticidae	Euarthropoda	Insecta	Coleoptera	Archeocrypticidae	False		
Mycetophagidae	Euarthropoda	Insecta	Coleoptera	Mycetophagidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FMycetophagidae%2FMycetophagidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FMycetophagidae%2Fmycetophagidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Tetratomidae	Euarthropoda	Insecta	Coleoptera	Tetratomidae	False		
Pterogeniidae	Euarthropoda	Insecta	Coleoptera	Pterogeniidae	False		
Synchroidae	Euarthropoda	Insecta	Coleoptera	Synchroidae	False		
Tenebrionidae	Euarthropoda	Insecta	Coleoptera	Tenebrionidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FTenebrionidae%2FTenebrionidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FTenebrionidae%2Ftenebrionidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Zopheridae	Euarthropoda	Insecta	Coleoptera	Zopheridae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FZopheridae%2FZopheridae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FZopheridae%2Fzopheridae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Ciidae	Euarthropoda	Insecta	Coleoptera	Ciidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCiidae%2FCiidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCiidae%2Fciidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Melandryidae	Euarthropoda	Insecta	Coleoptera	Melandryidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FMelandryidae%2FMelandryidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FMelandryidae%2Fmelandryidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Trictenotomidae	Euarthropoda	Insecta	Coleoptera	Trictenotomidae	False		
Boridae	Euarthropoda	Insecta	Coleoptera	Boridae	False		
Pythidae	Euarthropoda	Insecta	Coleoptera	Pythidae	False		
Salpingidae	Euarthropoda	Insecta	Coleoptera	Salpingidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FSalpingidae%2FSalpingidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FSalpingidae%2Fsalpingidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Meloidae	Euarthropoda	Insecta	Coleoptera	Meloidae	False		
Anthicidae	Euarthropoda	Insecta	Coleoptera	Anthicidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FAnthicidae%2FAnthicidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FAnthicidae%2Fanthicidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Pyrochroidae	Euarthropoda	Insecta	Coleoptera	Pyrochroidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FPyrochroidae%2FPyrochroidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FPyrochroidae%2Fpyrochroidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Oedemeridae	Euarthropoda	Insecta	Coleoptera	Oedemeridae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FOedemeridae%2FOedemeridae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FOedemeridae%2Foedemeridae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Prostomidae	Euarthropoda	Insecta	Coleoptera	Prostomidae	False		
Aderidae	Euarthropoda	Insecta	Coleoptera	Aderidae	False		
Ischaliidae	Euarthropoda	Insecta	Coleoptera	Ischaliidae	False		
Mycteridae	Euarthropoda	Insecta	Coleoptera	Mycteridae	False		
Scraptiidae	Euarthropoda	Insecta	Coleoptera	Scraptiidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FScraptiidae%2FScraptiidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FScraptiidae%2Fscraptiidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Rhipiphoridae	Euarthropoda	Insecta	Coleoptera	Rhipiphoridae	False		
Mordellidae	Euarthropoda	Insecta	Coleoptera	Mordellidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FMordellidae%2FMordellidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FMordellidae%2Fmordellidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Lagrioididae	Euarthropoda	Insecta	Coleoptera	Lagrioididae	False		
Stenotrachelidae	Euarthropoda	Insecta	Coleoptera	Stenotrachelidae	False		
Lymexylidae	Euarthropoda	Insecta	Coleoptera	Lymexylidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FLymexylidae%2FLymexylidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FLymexylidae%2Flymexylidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Melyridae	Euarthropoda	Insecta	Coleoptera	Melyridae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FMelyridae%2FMelyridae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FMelyridae%2Fmelyridae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Prionoceridae	Euarthropoda	Insecta	Coleoptera	Prionoceridae	False		
Rhadalidae	Euarthropoda	Insecta	Coleoptera	Rhadalidae	False		
Mauroniscidae	Euarthropoda	Insecta	Coleoptera	Mauroniscidae	False		
Phycosecidae	Euarthropoda	Insecta	Coleoptera	Phycosecidae	False		
Thymalidae	Euarthropoda	Insecta	Coleoptera	Thymalidae	False		
Cleridae	Euarthropoda	Insecta	Coleoptera	Cleridae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCleridae%2FCleridae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCleridae%2Fcleridae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Thanerocleridae	Euarthropoda	Insecta	Coleoptera	Thanerocleridae	False		
Chaetosomatidae	Euarthropoda	Insecta	Coleoptera	Chaetosomatidae	False		
Metaxinidae	Euarthropoda	Insecta	Coleoptera	Metaxinidae	False		
Trogossitidae	Euarthropoda	Insecta	Coleoptera	Trogossitidae	False		
Lophocateridae	Euarthropoda	Insecta	Coleoptera	Lophocateridae	False		
Peltidae	Euarthropoda	Insecta	Coleoptera	Peltidae	False		
Protopeltidae	Euarthropoda	Insecta	Coleoptera	Protopeltidae	False		
Biphyllidae	Euarthropoda	Insecta	Coleoptera	Biphyllidae	True		
Byturidae	Euarthropoda	Insecta	Coleoptera	Byturidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FByturidae%2FByturidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FByturidae%2Fbyturidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Acanthocnemidae	Euarthropoda	Insecta	Coleoptera	Acanthocnemidae	False		
Phloiophilidae	Euarthropoda	Insecta	Coleoptera	Phloiophilidae	True		
Rentoniidae	Euarthropoda	Insecta	Coleoptera	Rentoniidae	False		
Ptinidae	Euarthropoda	Insecta	Coleoptera	Ptinidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FPtinidae%2FPtinidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FPtinidae%2Fptinidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Bostrichidae	Euarthropoda	Insecta	Coleoptera	Bostrichidae	False		
Dermestidae	Euarthropoda	Insecta	Coleoptera	Dermestidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FDermestidae%2FDermestidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FDermestidae%2Fdermestidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Endecatomidae	Euarthropoda	Insecta	Coleoptera	Endecatomidae	False		
